id,weight,spec,outside
813,234,40p,0
814,406,25p,0
815,197,50p,0
816,688,15p,0
817,372,25p,0
818,92,110p,0
819,444,25p,0
820,75,130p,0
821,78,130p,0
822,81,120p,0
823,93,110p,0
824,424,25p,0
825,83,120p,0
826,182,60p,0
827,189,50p,0
828,375,25p,0
829,87,110p,0
830,78,130p,0
831,80,120p,0
832,186,50p,0
833,197,50p,0
834,396,25p,0
835,172,60p,0
836,75,130p,0
837,410,25p,0
838,88,110p,0
839,253,40p,0
840,186,50p,0
841,379,25p,0
842,265,40p,0
843,655,15p,0
844,166,60p,0
845,248,40p,0
846,239,40p,0
847,89,110p,0
848,430,25p,0
849,84,120p,0
850,77,130p,0
851,174,60p,0
852,240,40p,0
853,83,120p,0
854,93,110p,0
855,589,15p,0
856,676,15p,0
857,246,40p,0
858,75,130p,0
859,86,120p,0
860,244,40p,0
861,42,,1
862,247,40p,0
863,401,25p,0
864,94,110p,0
865,412,25p,0
866,157,60p,0
867,568,15p,0
868,406,25p,0
869,92,110p,0
870,90,110p,0
871,76,130p,0
872,156,60p,0
873,264,40p,0
874,78,130p,0
875,91,110p,0
876,207,50p,0
877,663,15p,0
878,74,130p,0
879,208,50p,0
880,78,130p,0
881,89,110p,0
882,445,25p,0
883,196,50p,0
884,81,120p,0
885,87,110p,0
886,697,15p,0
887,89,110p,0
888,183,50p,0
889,81,120p,0
890,260,40p,0
891,87,110p,0
892,389,25p,0
893,80,120p,0
894,264,40p,0
895,609,15p,0
896,81,120p,0
897,650,15p,0
898,207,50p,0
899,156,60p,0
900,209,50p,0
901,82,120p,0
902,83,120p,0
903,158,60p,0
904,194,50p,0
905,397,25p,0
906,90,110p,0
907,74,130p,0
908,164,60p,0
909,82,120p,0
910,253,40p,0
911,622,15p,0
912,200,50p,0
913,441,25p,0
914,82,120p,0
915,624,15p,0
916,164,60p,0
917,193,50p,0
918,184,50p,0
919,398,25p,0
920,233,40p,0
921,231,40p,0
922,90,110p,0
923,164,60p,0
924,83,120p,0
925,78,130p,0
926,75,130p,0
927,92,110p,0
928,392,25p,0
929,74,130p,0
930,432,25p,0
931,88,110p,0
932,210,50p,0
933,399,25p,0
934,233,40p,0
935,431,25p,0
936,94,110p,0
937,180,60p,0
938,159,60p,0
939,578,15p,0
940,76,130p,0
941,431,25p,0
942,643,15p,0
943,368,25p,0
944,75,130p,0
945,78,130p,0
946,79,130p,0
947,74,130p,0
948,658,15p,0
949,406,25p,0
950,593,15p,0
951,91,110p,0
952,261,40p,0
953,77,130p,0
954,445,25p,0
955,382,25p,0
956,206,50p,0
957,250,40p,0
958,89,110p,0
959,164,60p,0
960,579,15p,0
961,232,40p,0
962,156,60p,0
963,88,110p,0
964,79,130p,0
965,88,110p,0
966,231,40p,0
967,92,110p,0
968,79,130p,0
969,184,50p,0
970,80,120p,0
971,85,120p,0
972,85,120p,0
973,75,130p,0
974,159,60p,0
975,88,110p,0
976,88,110p,0
977,413,25p,0
978,233,40p,0
979,87,110p,0
980,243,40p,0
981,78,130p,0
982,94,110p,0
983,77,130p,0
984,188,50p,0
985,83,120p,0
986,78,130p,0
987,75,130p,0
988,189,50p,0
989,76,130p,0
990,185,50p,0
991,76,130p,0
992,95,110p,0
993,78,130p,0
994,75,130p,0
995,92,110p,0
996,240,40p,0
997,395,25p,0
998,240,40p,0
999,174,60p,0
1000,436,25p,0
1001,91,110p,0
1002,393,25p,0
1003,436,25p,0
1004,200,50p,0
1005,93,110p,0
1006,92,110p,0
1007,580,15p,0
1008,235,40p,0
1009,263,40p,0
1010,584,15p,0
1011,206,50p,0
1012,76,130p,0
1013,248,40p,0
1014,372,25p,0
1015,660,15p,0
1016,385,25p,0
1017,396,25p,0
1018,248,40p,0
1019,78,130p,0
1020,164,60p,0
1021,239,40p,0
1022,86,120p,0
1023,78,130p,0
1024,416,25p,0
1025,175,60p,0
1026,93,110p,0
1027,396,25p,0
1028,255,40p,0
1029,82,120p,0
1030,652,15p,0
1031,75,130p,0
1032,209,50p,0
1033,265,40p,0
1034,578,15p,0
1035,93,110p,0
1036,161,60p,0
1037,414,25p,0
1038,566,15p,0
1039,660,15p,0
1040,83,120p,0
1041,197,50p,0
1042,368,25p,0
1043,76,130p,0
1044,163,60p,0
1045,77,130p,0
1046,86,120p,0
1047,173,60p,0
1048,84,120p,0
1049,671,15p,0
1050,83,120p,0
1051,680,15p,0
1052,75,130p,0
1053,183,50p,0
1054,78,130p,0
1055,424,25p,0
1056,94,110p,0
1057,94,110p,0
1058,79,130p,0
1059,83,120p,0
1060,172,60p,0
1061,201,50p,0
1062,94,110p,0
1063,94,110p,0
1064,197,50p,0
1065,205,50p,0
1066,231,40p,0
1067,256,40p,0
1068,194,50p,0
1069,184,50p,0
1070,614,15p,0
1071,75,130p,0
1072,78,130p,0
1073,158,60p,0
1074,192,50p,0
1075,377,25p,0
1076,80,120p,0
1077,254,40p,0
1078,154,60p,0
1079,197,50p,0
1080,205,50p,0
1081,157,60p,0
1082,85,120p,0
1083,202,50p,0
1084,161,60p,0
1085,204,50p,0
1086,671,15p,0
1087,88,110p,0
1088,245,40p,0
1089,576,15p,0
1090,163,60p,0
1091,202,50p,0
1092,164,60p,0
1093,678,15p,0
1094,188,50p,0
1095,94,110p,0
1096,260,40p,0
1097,663,15p,0
1098,197,50p,0
1099,432,25p,0
1100,193,50p,0
1101,156,60p,0
1102,673,15p,0
1103,650,15p,0
1104,682,15p,0
1105,88,110p,0
1106,80,120p,0
1107,184,50p,0
1108,95,110p,0
1109,81,120p,0
1110,80,120p,0
1111,579,15p,0
1112,79,130p,0
1113,418,25p,0
1114,608,15p,0
1115,664,15p,0
1116,89,110p,0
1117,405,25p,0
1118,587,15p,0
1119,82,120p,0
1120,90,110p,0
1121,87,110p,0
1122,75,130p,0
1123,367,25p,0
1124,156,60p,0
1125,384,25p,0
1126,250,40p,0
1127,78,130p,0
1128,82,120p,0
1129,86,120p,0
1130,93,110p,0
1131,201,50p,0
1132,95,110p,0
1133,180,60p,0
1134,92,110p,0
1135,182,60p,0
1136,167,60p,0
1137,77,130p,0
1138,162,60p,0
1139,163,60p,0
1140,261,40p,0
1141,185,50p,0
1142,195,50p,0
1143,89,110p,0
1144,79,130p,0
1145,241,40p,0
1146,83,120p,0
1147,92,110p,0
1148,697,15p,0
1149,618,15p,0
1150,81,120p,0
1151,233,40p,0
1152,92,110p,0
1153,265,40p,0
1154,85,120p,0
1155,196,50p,0
1156,94,110p,0
1157,198,50p,0
1158,172,60p,0
1159,202,50p,0
1160,190,50p,0
1161,577,15p,0
1162,81,120p,0
1163,76,130p,0
1164,246,40p,0
1165,197,50p,0
1166,392,25p,0
1167,256,40p,0
1168,80,120p,0
1169,203,50p,0
1170,92,110p,0
1171,198,50p,0
1172,244,40p,0
1173,185,50p,0
1174,90,110p,0
1175,154,60p,0
1176,183,50p,0
1177,80,120p,0
1178,667,15p,0
1179,94,110p,0
1180,186,50p,0
1181,90,110p,0
1182,83,120p,0
1183,176,60p,0
1184,155,60p,0
1185,74,130p,0
1186,89,110p,0
1187,378,25p,0
1188,78,130p,0
1189,80,120p,0
1190,183,50p,0
1191,424,25p,0
1192,79,130p,0
1193,196,50p,0
1194,91,110p,0
1195,409,25p,0
1196,154,60p,0
1197,263,40p,0
1198,174,60p,0
1199,635,15p,0
1200,404,25p,0
1201,697,15p,0
1202,79,130p,0
1203,84,120p,0
1204,153,60p,0
1205,616,15p,0
1206,186,50p,0
1207,693,15p,0
1208,165,60p,0
1209,92,110p,0
1210,626,15p,0
1211,567,15p,0
1212,74,130p,0
1213,379,25p,0
1214,206,50p,0
1215,566,15p,0
1216,153,60p,0
1217,79,130p,0
1218,76,130p,0
1219,74,130p,0
1220,82,120p,0
1221,233,40p,0
1222,88,110p,0
1223,174,60p,0
1224,79,130p,0
1225,76,130p,0
1226,32,,1
1227,86,120p,0
1228,87,110p,0
1229,84,120p,0
1230,190,50p,0
1231,77,130p,0
1232,81,120p,0
1233,627,15p,0
1234,411,25p,0
1235,419,25p,0
1236,568,15p,0
1237,437,25p,0
1238,244,40p,0
1239,190,50p,0
1240,367,25p,0
1241,407,25p,0
1242,242,40p,0
1243,370,25p,0
1244,85,120p,0
1245,666,15p,0
1246,244,40p,0
1247,438,25p,0
1248,78,130p,0
1249,248,40p,0
1250,207,50p,0
1251,612,15p,0
1252,77,130p,0
1253,161,60p,0
1254,82,120p,0
1255,262,40p,0
1256,255,40p,0
1257,77,130p,0
1258,94,110p,0
1259,83,120p,0
1260,402,25p,0
1261,77,130p,0
1262,184,50p,0
1263,85,120p,0
1264,168,60p,0
1265,75,130p,0
1266,184,50p,0
1267,85,120p,0
1268,74,130p,0
1269,158,60p,0
1270,172,60p,0
1271,382,25p,0
1272,94,110p,0
1273,669,15p,0
1274,387,25p,0
1275,95,110p,0
1276,693,15p,0
1277,84,120p,0
1278,83,120p,0
1279,165,60p,0
1280,670,15p,0
1281,250,40p,0
1282,88,110p,0
1283,669,15p,0
1284,189,50p,0
1285,197,50p,0
1286,366,25p,0
1287,366,25p,0
1288,90,110p,0
1289,643,15p,0
1290,382,25p,0
1291,685,15p,0
1292,204,50p,0
1293,90,110p,0
1294,260,40p,0
1295,592,15p,0
1296,643,15p,0
1297,175,60p,0
1298,205,50p,0
1299,198,50p,0
1300,88,110p,0
1301,172,60p,0
1302,259,40p,0
1303,90,110p,0
1304,206,50p,0
1305,76,130p,0
1306,610,15p,0
1307,74,130p,0
1308,190,50p,0
1309,79,130p,0
1310,400,25p,0
1311,258,40p,0
1312,89,110p,0
1313,84,120p,0
1314,181,60p,0
1315,92,110p,0
1316,178,60p,0
1317,181,60p,0
1318,84,120p,0
1319,385,25p,0
1320,641,15p,0
1321,83,120p,0
1322,78,130p,0
1323,82,120p,0
1324,210,50p,0
1325,83,120p,0
1326,700,15p,0
1327,579,15p,0
1328,90,110p,0
1329,172,60p,0
1330,629,15p,0
1331,175,60p,0
1332,647,15p,0
1333,173,60p,0
1334,265,40p,0
1335,84,120p,0
1336,209,50p,0
1337,650,15p,0
1338,432,25p,0
1339,791,,1
1340,207,50p,0
1341,93,110p,0
1342,91,110p,0
1343,162,60p,0
1344,78,130p,0
1345,395,25p,0
1346,383,25p,0
1347,584,15p,0
1348,81,120p,0
1349,180,60p,0
1350,83,120p,0
1351,692,15p,0
1352,407,25p,0
1353,249,40p,0
1354,235,40p,0
1355,648,15p,0
1356,175,60p,0
1357,208,50p,0
1358,194,50p,0
1359,585,15p,0
1360,75,130p,0
1361,250,40p,0
1362,89,110p,0
1363,237,40p,0
1364,189,50p,0
1365,233,40p,0
1366,259,40p,0
1367,79,130p,0
1368,88,110p,0
1369,380,25p,0
1370,240,40p,0
1371,155,60p,0
1372,78,130p,0
1373,78,130p,0
1374,77,130p,0
1375,91,110p,0
1376,88,110p,0
1377,81,120p,0
1378,409,25p,0
1379,83,120p,0
1380,83,120p,0
1381,674,15p,0
1382,153,60p,0
1383,379,25p,0
1384,95,110p,0
1385,171,60p,0
1386,383,25p,0
1387,250,40p,0
1388,78,130p,0
1389,76,130p,0
1390,647,15p,0
1391,164,60p,0
1392,597,15p,0
1393,199,50p,0
1394,200,50p,0
1395,92,110p,0
1396,184,50p,0
1397,82,120p,0
1398,167,60p,0
1399,92,110p,0
1400,264,40p,0
1401,265,40p,0
1402,636,15p,0
1403,88,110p,0
1404,92,110p,0
1405,93,110p,0
1406,74,130p,0
1407,193,50p,0
1408,699,15p,0
1409,581,15p,0
1410,382,25p,0
1411,576,15p,0
1412,79,130p,0
1413,193,50p,0
1414,92,110p,0
1415,173,60p,0
1416,381,25p,0
1417,235,40p,0
1418,180,60p,0
1419,75,130p,0
1420,80,120p,0
1421,236,40p,0
1422,186,50p,0
1423,78,130p,0
1424,184,50p,0
1425,185,50p,0
1426,242,40p,0
1427,372,25p,0
1428,655,15p,0
1429,250,40p,0
1430,394,25p,0
1431,90,110p,0
1432,77,130p,0
1433,401,25p,0
1434,77,130p,0
1435,231,40p,0
1436,80,120p,0
1437,92,110p,0
1438,83,120p,0
1439,244,40p,0
1440,262,40p,0
1441,640,15p,0
1442,95,110p,0
1443,245,40p,0
1444,157,60p,0
1445,377,25p,0
1446,243,40p,0
1447,95,110p,0
1448,399,25p,0
1449,74,130p,0
1450,231,40p,0
1451,95,110p,0
1452,167,60p,0
1453,623,15p,0
1454,93,110p,0
1455,627,15p,0
1456,445,25p,0
1457,94,110p,0
1458,93,110p,0
1459,94,110p,0
1460,439,25p,0
1461,235,40p,0
1462,77,130p,0
1463,257,40p,0
1464,155,60p,0
1465,693,15p,0
1466,95,110p,0
1467,232,40p,0
1468,206,50p,0
1469,160,60p,0
1470,78,130p,0
1471,77,130p,0
1472,175,60p,0
1473,76,130p,0
1474,81,120p,0
1475,159,60p,0
1476,79,130p,0
1477,80,120p,0
1478,197,50p,0
1479,82,120p,0
1480,82,120p,0
1481,168,60p,0
1482,603,15p,0
1483,158,60p,0
1484,622,15p,0
1485,159,60p,0
1486,75,130p,0
1487,91,110p,0
1488,420,25p,0
1489,87,110p,0
1490,81,120p,0
1491,436,25p,0
1492,164,60p,0
1493,82,120p,0
1494,231,40p,0
1495,633,15p,0
1496,93,110p,0
1497,415,25p,0
1498,247,40p,0
