id,weight,spec,outside
124,213,45p,0
125,432,25p,0
126,67,150p,0
127,66,150p,0
128,344,30p,0
129,179,60p,0
130,678,15p,0
131,239,40p,0
132,131,80p,0
133,131,80p,0
134,258,40p,0
135,335,30p,0
136,277,35p,0
137,627,15p,0
138,609,15p,0
139,66,150p,0
140,368,25p,0
141,68,150p,0
142,255,40p,0
143,588,15p,0
144,89,110p,0
145,348,30p,0
146,653,15p,0
147,137,70p,0
148,304,35p,0
149,410,25p,0
150,149,70p,0
151,85,120p,0
152,395,25p,0
153,164,60p,0
154,492,20p,0
155,124,80p,0
156,186,50p,0
157,70,140p,0
158,108,90p,0
159,85,120p,0
160,76,130p,0
161,143,70p,0
162,186,50p,0
163,81,120p,0
164,211,45p,0
165,283,35p,0
166,89,110p,0
167,254,40p,0
168,612,15p,0
169,222,45p,0
170,89,110p,0
171,199,50p,0
172,132,80p,0
173,197,50p,0
174,88,110p,0
175,273,35p,0
176,604,15p,0
177,304,35p,0
178,67,150p,0
179,166,60p,0
180,104,100p,0
181,678,15p,0
182,256,40p,0
183,237,40p,0
184,671,15p,0
185,112,90p,0
186,66,150p,0
187,68,150p,0
188,85,120p,0
189,144,70p,0
190,220,45p,0
191,566,15p,0
192,120,80p,0
193,100,100p,0
194,444,25p,0
195,107,90p,0
196,204,50p,0
197,301,35p,0
198,689,15p,0
199,86,120p,0
200,76,130p,0
201,77,130p,0
202,78,130p,0
203,214,45p,0
204,67,150p,0
205,111,90p,0
206,116,80p,0
207,87,110p,0
208,429,25p,0
209,66,150p,0
210,239,40p,0
211,592,15p,0
212,94,110p,0
213,182,60p,0
214,218,45p,0
215,285,35p,0
216,385,25p,0
217,113,90p,0
218,115,90p,0
219,83,120p,0
220,354,30p,0
221,129,80p,0
222,298,35p,0
223,266,35p,0
224,171,60p,0
225,65,150p,0
226,113,90p,0
227,361,30p,0
228,516,20p,0
229,95,110p,0
230,208,50p,0
231,90,110p,0
232,248,40p,0
233,81,120p,0
234,80,120p,0
235,588,15p,0
236,77,130p,0
237,432,25p,0
238,99,100p,0
239,86,120p,0
240,132,80p,0
241,66,150p,0
242,67,150p,0
243,99,100p,0
244,352,30p,0
245,66,150p,0
246,66,150p,0
247,101,100p,0
248,149,70p,0
249,71,140p,0
250,128,80p,0
251,181,60p,0
252,106,90p,0
253,533,20p,0
254,673,15p,0
255,188,50p,0
256,92,110p,0
257,427,25p,0
258,97,100p,0
259,143,70p,0
260,220,45p,0
261,577,15p,0
262,273,35p,0
263,526,20p,0
264,82,120p,0
265,399,25p,0
266,111,90p,0
267,101,100p,0
268,72,140p,0
269,302,35p,0
270,275,35p,0
271,108,90p,0
272,107,90p,0
273,321,30p,0
274,151,70p,0
275,190,50p,0
276,76,130p,0
277,65,150p,0
278,273,35p,0
279,443,25p,0
280,109,90p,0
281,117,80p,0
282,500,20p,0
283,396,25p,0
284,73,140p,0
285,90,110p,0
286,69,140p,0
287,107,90p,0
288,235,40p,0
289,158,60p,0
290,159,60p,0
291,236,40p,0
292,296,35p,0
293,72,140p,0
294,100,100p,0
295,221,45p,0
296,104,100p,0
297,107,90p,0
298,71,140p,0
299,221,45p,0
300,407,25p,0
301,68,150p,0
302,82,120p,0
303,221,45p,0
304,304,35p,0
305,89,110p,0
306,365,30p,0
307,281,35p,0
308,110,90p,0
309,451,20p,0
310,110,90p,0
311,411,25p,0
312,472,20p,0
313,214,45p,0
314,592,15p,0
315,67,150p,0
316,81,120p,0
317,625,15p,0
318,607,15p,0
319,271,35p,0
320,65,150p,0
321,69,140p,0
322,134,70p,0
323,81,120p,0
324,85,120p,0
325,127,80p,0
326,71,140p,0
327,85,120p,0
328,517,20p,0
329,209,50p,0
330,85,120p,0
331,295,35p,0
332,295,35p,0
333,165,60p,0
334,125,80p,0
335,83,120p,0
336,69,140p,0
337,72,140p,0
338,326,30p,0
339,92,110p,0
340,322,30p,0
341,628,15p,0
342,78,130p,0
343,115,90p,0
344,252,40p,0
345,85,120p,0
346,74,130p,0
347,322,30p,0
348,69,140p,0
349,122,80p,0
350,312,30p,0
351,188,50p,0
352,92,110p,0
353,171,60p,0
354,453,20p,0
355,109,90p,0
356,534,20p,0
357,141,70p,0
358,77,130p,0
359,79,130p,0
360,65,150p,0
361,96,100p,0
362,94,110p,0
363,106,90p,0
364,257,40p,0
365,554,20p,0
366,85,120p,0
367,211,45p,0
368,345,30p,0
369,293,35p,0
370,298,35p,0
371,114,90p,0
372,131,80p,0
373,206,50p,0
374,266,35p,0
375,693,15p,0
376,122,80p,0
377,66,150p,0
378,428,25p,0
379,88,110p,0
380,518,20p,0
381,72,140p,0
382,207,50p,0
383,398,25p,0
384,111,90p,0
385,248,40p,0
386,77,130p,0
387,236,40p,0
388,74,130p,0
389,93,110p,0
390,166,60p,0
391,117,80p,0
392,396,25p,0
393,161,60p,0
394,157,60p,0
395,65,150p,0
396,68,150p,0
397,216,45p,0
398,76,130p,0
399,203,50p,0
400,68,150p,0
401,75,130p,0
402,93,110p,0
403,109,90p,0
404,404,25p,0
405,186,50p,0
406,606,15p,0
407,229,45p,0
408,95,110p,0
409,239,40p,0
410,605,15p,0
411,266,35p,0
412,382,25p,0
413,91,110p,0
414,273,35p,0
415,580,15p,0
416,229,45p,0
417,75,130p,0
418,344,30p,0
419,158,60p,0
420,73,140p,0
421,92,110p,0
422,266,35p,0
423,107,90p,0
424,133,70p,0
425,101,100p,0
426,76,130p,0
427,85,120p,0
428,430,25p,0
429,239,40p,0
430,229,45p,0
431,252,40p,0
432,282,35p,0
433,76,130p,0
434,107,90p,0
435,67,150p,0
436,83,120p,0
437,172,60p,0
438,107,90p,0
439,209,50p,0
440,166,60p,0
441,82,120p,0
442,692,15p,0
443,164,60p,0
444,279,35p,0
445,75,130p,0
446,149,70p,0
447,203,50p,0
448,211,45p,0
449,128,80p,0
450,69,140p,0
451,272,35p,0
452,66,150p,0
453,247,40p,0
454,114,90p,0
455,211,45p,0
456,508,20p,0
457,213,45p,0
458,129,80p,0
459,122,80p,0
460,70,140p,0
461,83,120p,0
462,89,110p,0
463,563,20p,0
464,90,110p,0
465,108,90p,0
466,70,140p,0
467,212,45p,0
468,380,25p,0
469,224,45p,0
470,191,50p,0
471,202,50p,0
472,361,30p,0
473,106,90p,0
474,83,120p,0
475,235,40p,0
476,172,60p,0
477,78,130p,0
478,115,90p,0
479,75,130p,0
480,751,,1
481,123,80p,0
482,115,90p,0
483,76,130p,0
484,73,140p,0
485,640,15p,0
486,79,130p,0
487,68,150p,0
488,198,50p,0
489,271,35p,0
490,96,100p,0
491,283,35p,0
492,429,25p,0
493,114,90p,0
494,202,50p,0
495,269,35p,0
496,179,60p,0
497,66,150p,0
498,125,80p,0
499,413,25p,0
500,130,80p,0
501,119,80p,0
502,131,80p,0
503,347,30p,0
504,141,70p,0
505,92,110p,0
506,207,50p,0
507,235,40p,0
508,112,90p,0
509,164,60p,0
510,227,45p,0
511,147,70p,0
512,577,15p,0
513,154,60p,0
514,163,60p,0
515,79,130p,0
516,490,20p,0
517,96,100p,0
518,182,60p,0
519,96,100p,0
520,265,40p,0
521,608,15p,0
522,79,130p,0
523,436,25p,0
524,255,40p,0
525,85,120p,0
526,65,150p,0
527,77,130p,0
528,281,35p,0
529,93,110p,0
530,223,45p,0
531,102,100p,0
532,568,15p,0
533,675,15p,0
534,70,140p,0
535,300,35p,0
536,82,120p,0
537,68,150p,0
538,101,100p,0
539,87,110p,0
540,526,20p,0
541,475,20p,0
542,102,100p,0
543,150,70p,0
544,145,70p,0
545,91,110p,0
546,173,60p,0
547,177,60p,0
548,217,45p,0
549,69,140p,0
550,410,25p,0
551,116,80p,0
552,68,150p,0
553,434,25p,0
554,86,120p,0
555,127,80p,0
556,614,15p,0
557,190,50p,0
558,822,,1
559,694,15p,0
560,93,110p,0
561,129,80p,0
562,498,20p,0
563,228,45p,0
564,215,45p,0
565,117,80p,0
566,249,40p,0
567,75,130p,0
568,83,120p,0
569,123,80p,0
570,290,35p,0
571,75,130p,0
572,71,140p,0
573,144,70p,0
574,572,15p,0
575,202,50p,0
576,229,45p,0
577,83,120p,0
578,84,120p,0
579,361,30p,0
580,218,45p,0
581,377,25p,0
582,72,140p,0
583,78,130p,0
584,71,140p,0
585,248,40p,0
586,105,100p,0
587,79,130p,0
588,130,80p,0
589,510,20p,0
590,320,30p,0
591,70,140p,0
592,404,25p,0
593,652,15p,0
594,375,25p,0
595,596,15p,0
596,226,45p,0
597,103,100p,0
598,195,50p,0
599,65,150p,0
600,656,15p,0
601,279,35p,0
602,66,150p,0
603,270,35p,0
604,650,15p,0
605,218,45p,0
606,48,,1
607,272,35p,0
608,126,80p,0
609,85,120p,0
610,132,80p,0
611,373,25p,0
612,369,25p,0
613,65,150p,0
614,421,25p,0
615,69,140p,0
616,298,35p,0
617,214,45p,0
618,567,15p,0
619,387,25p,0
620,115,90p,0
621,76,130p,0
622,81,120p,0
623,432,25p,0
624,375,25p,0
625,100,100p,0
626,259,40p,0
627,69,140p,0
628,90,110p,0
629,265,40p,0
630,230,45p,0
631,387,25p,0
632,107,90p,0
633,499,20p,0
634,534,20p,0
635,90,110p,0
636,114,90p,0
637,267,35p,0
638,95,110p,0
639,126,80p,0
640,144,70p,0
641,80,120p,0
642,113,90p,0
643,559,20p,0
644,374,25p,0
645,310,30p,0
646,70,140p,0
647,133,70p,0
648,174,60p,0
649,138,70p,0
650,133,70p,0
651,67,150p,0
652,106,90p,0
653,267,35p,0
654,688,15p,0
655,627,15p,0
656,652,15p,0
657,633,15p,0
658,631,15p,0
659,250,40p,0
660,81,120p,0
661,69,140p,0
662,694,15p,0
663,78,130p,0
664,200,50p,0
665,189,50p,0
666,75,130p,0
667,643,15p,0
668,434,25p,0
669,67,150p,0
670,347,30p,0
671,93,110p,0
672,125,80p,0
673,213,45p,0
674,271,35p,0
675,592,15p,0
676,109,90p,0
677,69,140p,0
678,70,140p,0
679,234,40p,0
680,157,60p,0
681,344,30p,0
682,67,150p,0
683,411,25p,0
684,222,45p,0
685,115,90p,0
686,189,50p,0
687,218,45p,0
688,109,90p,0
689,86,120p,0
690,333,30p,0
691,100,100p,0
692,142,70p,0
693,113,90p,0
694,677,15p,0
695,68,150p,0
696,322,30p,0
697,100,100p,0
698,114,90p,0
699,134,70p,0
700,89,110p,0
701,183,50p,0
702,455,20p,0
703,668,15p,0
704,529,20p,0
705,199,50p,0
706,274,35p,0
707,135,70p,0
708,80,120p,0
709,105,100p,0
710,254,40p,0
711,124,80p,0
712,195,50p,0
713,95,110p,0
714,69,140p,0
715,91,110p,0
716,89,110p,0
717,66,150p,0
718,66,150p,0
719,678,15p,0
720,244,40p,0
721,454,20p,0
722,467,20p,0
723,92,110p,0
724,65,150p,0
725,414,25p,0
726,220,45p,0
727,152,70p,0
728,90,110p,0
729,91,110p,0
730,73,140p,0
731,556,20p,0
732,64,,1
733,90,110p,0
734,608,15p,0
735,501,20p,0
736,73,140p,0
737,98,100p,0
738,89,110p,0
739,567,15p,0
740,117,80p,0
741,101,100p,0
742,305,35p,0
743,230,45p,0
744,113,90p,0
745,777,,1
746,178,60p,0
747,542,20p,0
748,79,130p,0
749,173,60p,0
750,143,70p,0
751,72,140p,0
752,404,25p,0
753,105,100p,0
754,183,50p,0
755,73,140p,0
756,269,35p,0
757,67,150p,0
758,198,50p,0
759,70,140p,0
760,83,120p,0
761,108,90p,0
762,95,110p,0
763,227,45p,0
764,250,40p,0
765,694,15p,0
766,73,140p,0
767,606,15p,0
768,281,35p,0
769,107,90p,0
770,147,70p,0
771,139,70p,0
772,114,90p,0
773,74,130p,0
774,120,80p,0
775,67,150p,0
776,95,110p,0
777,69,140p,0
778,685,15p,0
779,179,60p,0
780,406,25p,0
781,82,120p,0
782,646,15p,0
783,72,140p,0
784,70,140p,0
785,429,25p,0
786,76,130p,0
787,319,30p,0
788,273,35p,0
789,67,150p,0
790,187,50p,0
791,417,25p,0
792,107,90p,0
793,239,40p,0
794,410,25p,0
795,272,35p,0
796,550,20p,0
797,138,70p,0
798,259,40p,0
799,70,140p,0
800,211,45p,0
801,109,90p,0
802,678,15p,0
803,74,130p,0
804,114,90p,0
805,75,130p,0
806,155,60p,0
807,110,90p,0
808,80,120p,0
809,517,20p,0
810,67,150p,0
811,229,45p,0
812,363,30p,0
813,76,130p,0
814,402,25p,0
815,303,35p,0
816,347,30p,0
817,674,15p,0
818,75,130p,0
819,221,45p,0
820,174,60p,0
821,87,110p,0
822,68,150p,0
823,224,45p,0
824,98,100p,0
825,145,70p,0
826,314,30p,0
827,137,70p,0
828,69,140p,0
829,281,35p,0
830,115,90p,0
831,255,40p,0
832,200,50p,0
833,255,40p,0
834,113,90p,0
835,74,130p,0
836,428,25p,0
837,69,140p,0
838,189,50p,0
839,148,70p,0
840,81,120p,0
841,584,15p,0
842,107,90p,0
843,658,15p,0
844,132,80p,0
845,67,150p,0
846,125,80p,0
847,666,15p,0
848,88,110p,0
849,234,40p,0
850,92,110p,0
851,126,80p,0
852,361,30p,0
853,85,120p,0
854,204,50p,0
855,78,130p,0
856,182,60p,0
857,273,35p,0
858,137,70p,0
859,250,40p,0
860,659,15p,0
861,98,100p,0
862,88,110p,0
863,180,60p,0
864,444,25p,0
865,237,40p,0
866,252,40p,0
867,102,100p,0
868,191,50p,0
869,90,110p,0
870,266,35p,0
871,206,50p,0
872,412,25p,0
873,684,15p,0
874,665,15p,0
875,309,30p,0
876,322,30p,0
877,74,130p,0
878,162,60p,0
879,333,30p,0
880,129,80p,0
881,110,90p,0
882,649,15p,0
883,695,15p,0
884,285,35p,0
885,179,60p,0
886,120,80p,0
887,78,130p,0
888,290,35p,0
889,75,130p,0
890,544,20p,0
891,153,60p,0
892,371,25p,0
893,101,100p,0
894,136,70p,0
895,154,60p,0
896,69,140p,0
897,101,100p,0
898,114,90p,0
899,117,80p,0
900,316,30p,0
901,140,70p,0
902,89,110p,0
903,298,35p,0
904,92,110p,0
905,73,140p,0
906,177,60p,0
907,209,50p,0
908,356,30p,0
909,268,35p,0
910,71,140p,0
911,160,60p,0
912,103,100p,0
913,474,20p,0
914,106,90p,0
915,296,35p,0
916,98,100p,0
917,396,25p,0
918,83,120p,0
919,219,45p,0
920,462,20p,0
921,341,30p,0
922,112,90p,0
923,88,110p,0
924,169,60p,0
925,75,130p,0
926,261,40p,0
927,115,90p,0
928,123,80p,0
929,614,15p,0
930,245,40p,0
931,444,25p,0
932,160,60p,0
933,236,40p,0
934,108,90p,0
935,73,140p,0
936,198,50p,0
937,79,130p,0
938,665,15p,0
939,412,25p,0
940,106,90p,0
941,112,90p,0
942,697,15p,0
943,72,140p,0
944,388,25p,0
945,82,120p,0
946,130,80p,0
947,127,80p,0
948,77,130p,0
949,561,20p,0
950,269,35p,0
951,148,70p,0
952,222,45p,0
953,109,90p,0
954,187,50p,0
955,88,110p,0
956,87,110p,0
957,99,100p,0
958,69,140p,0
959,72,140p,0
960,164,60p,0
961,92,110p,0
962,286,35p,0
963,127,80p,0
964,107,90p,0
965,245,40p,0
966,115,90p,0
967,87,110p,0
968,126,80p,0
969,326,30p,0
970,111,90p,0
971,84,120p,0
972,307,30p,0
973,69,140p,0
974,546,20p,0
975,173,60p,0
976,80,120p,0
977,297,35p,0
978,87,110p,0
979,80,120p,0
980,194,50p,0
981,83,120p,0
982,539,20p,0
983,393,25p,0
984,297,35p,0
985,194,50p,0
986,197,50p,0
987,82,120p,0
988,164,60p,0
989,96,100p,0
990,33,,1
991,127,80p,0
992,68,150p,0
993,524,20p,0
994,656,15p,0
995,190,50p,0
996,152,70p,0
997,680,15p,0
998,95,110p,0
999,280,35p,0
1000,116,80p,0
1001,89,110p,0
1002,148,70p,0
1003,90,110p,0
1004,82,120p,0
1005,85,120p,0
1006,67,150p,0
1007,106,90p,0
1008,162,60p,0
1009,150,70p,0
1010,182,60p,0
1011,428,25p,0
1012,92,110p,0
1013,102,100p,0
1014,359,30p,0
1015,82,120p,0
1016,99,100p,0
1017,70,140p,0
1018,80,120p,0
1019,152,70p,0
1020,266,35p,0
1021,99,100p,0
1022,200,50p,0
1023,70,140p,0
1024,84,120p,0
1025,83,120p,0
1026,88,110p,0
1027,188,50p,0
1028,514,20p,0
1029,134,70p,0
1030,74,130p,0
1031,484,20p,0
1032,91,110p,0
1033,84,120p,0
1034,219,45p,0
1035,326,30p,0
1036,437,25p,0
1037,373,25p,0
1038,298,35p,0
1039,82,120p,0
1040,108,90p,0
1041,460,20p,0
1042,112,90p,0
1043,733,,1
1044,122,80p,0
1045,115,90p,0
1046,65,150p,0
1047,145,70p,0
1048,279,35p,0
1049,377,25p,0
1050,109,90p,0
1051,206,50p,0
1052,117,80p,0
1053,125,80p,0
1054,322,30p,0
1055,254,40p,0
1056,71,140p,0
1057,224,45p,0
1058,69,140p,0
1059,283,35p,0
1060,307,30p,0
1061,69,140p,0
1062,305,35p,0
1063,284,35p,0
1064,97,100p,0
1065,223,45p,0
1066,129,80p,0
1067,193,50p,0
1068,71,140p,0
1069,182,60p,0
1070,104,100p,0
1071,98,100p,0
1072,351,30p,0
1073,228,45p,0
1074,102,100p,0
1075,80,120p,0
1076,612,15p,0
1077,68,150p,0
1078,83,120p,0
1079,275,35p,0
1080,114,90p,0
1081,359,30p,0
1082,100,100p,0
1083,127,80p,0
1084,242,40p,0
1085,247,40p,0
1086,283,35p,0
1087,85,120p,0
1088,511,20p,0
1089,120,80p,0
1090,91,110p,0
1091,248,40p,0
1092,135,70p,0
1093,479,20p,0
1094,380,25p,0
1095,544,20p,0
1096,85,120p,0
1097,101,100p,0
1098,689,15p,0
1099,129,80p,0
1100,146,70p,0
1101,119,80p,0
1102,473,20p,0
1103,88,110p,0
1104,149,70p,0
1105,77,130p,0
1106,126,80p,0
1107,280,35p,0
1108,183,50p,0
1109,289,35p,0
1110,432,25p,0
1111,113,90p,0
1112,683,15p,0
1113,205,50p,0
1114,195,50p,0
1115,304,35p,0
1116,232,40p,0
1117,384,25p,0
1118,211,45p,0
1119,113,90p,0
1120,233,40p,0
1121,145,70p,0
1122,126,80p,0
1123,409,25p,0
1124,456,20p,0
1125,227,45p,0
1126,223,45p,0
1127,86,120p,0
1128,92,110p,0
1129,106,90p,0
1130,652,15p,0
1131,130,80p,0
1132,363,30p,0
1133,577,15p,0
1134,339,30p,0
1135,630,15p,0
1136,132,80p,0
1137,380,25p,0
1138,265,40p,0
1139,627,15p,0
1140,654,15p,0
1141,76,130p,0
1142,74,130p,0
1143,254,40p,0
1144,77,130p,0
1145,99,100p,0
1146,68,150p,0
1147,68,150p,0
1148,330,30p,0
1149,456,20p,0
1150,211,45p,0
1151,115,90p,0
1152,261,40p,0
1153,418,25p,0
1154,283,35p,0
1155,32,,1
1156,189,50p,0
1157,304,35p,0
1158,162,60p,0
1159,169,60p,0
1160,84,120p,0
1161,535,20p,0
1162,85,120p,0
1163,69,140p,0
1164,81,120p,0
1165,296,35p,0
1166,432,25p,0
1167,50,,1
1168,136,70p,0
1169,130,80p,0
1170,614,15p,0
1171,79,130p,0
1172,280,35p,0
1173,175,60p,0
1174,121,80p,0
1175,455,20p,0
1176,144,70p,0
1177,82,120p,0
1178,498,20p,0
1179,70,140p,0
1180,423,25p,0
1181,68,150p,0
1182,75,130p,0
1183,91,110p,0
1184,358,30p,0
1185,76,130p,0
1186,136,70p,0
1187,95,110p,0
1188,121,80p,0
1189,174,60p,0
1190,579,15p,0
1191,160,60p,0
1192,187,50p,0
1193,586,15p,0
1194,175,60p,0
1195,497,20p,0
1196,93,110p,0
1197,65,150p,0
1198,328,30p,0
1199,657,15p,0
1200,374,25p,0
1201,285,35p,0
1202,270,35p,0
1203,67,150p,0
1204,167,60p,0
1205,187,50p,0
1206,206,50p,0
1207,337,30p,0
1208,110,90p,0
1209,71,140p,0
1210,88,110p,0
1211,395,25p,0
1212,67,150p,0
1213,806,,1
1214,115,90p,0
1215,406,25p,0
1216,85,120p,0
1217,297,35p,0
1218,101,100p,0
1219,222,45p,0
1220,622,15p,0
1221,96,100p,0
1222,101,100p,0
1223,331,30p,0
1224,69,140p,0
1225,67,150p,0
1226,68,150p,0
1227,114,90p,0
1228,569,15p,0
1229,299,35p,0
1230,108,90p,0
1231,562,20p,0
1232,266,35p,0
1233,121,80p,0
1234,113,90p,0
1235,287,35p,0
1236,320,30p,0
1237,75,130p,0
1238,203,50p,0
1239,68,150p,0
1240,492,20p,0
1241,138,70p,0
1242,72,140p,0
1243,71,140p,0
1244,506,20p,0
1245,516,20p,0
1246,269,35p,0
1247,161,60p,0
1248,230,45p,0
1249,693,15p,0
1250,76,130p,0
1251,108,90p,0
1252,67,150p,0
1253,76,130p,0
1254,113,90p,0
1255,71,140p,0
1256,176,60p,0
1257,146,70p,0
1258,75,130p,0
1259,291,35p,0
1260,288,35p,0
1261,263,40p,0
1262,71,140p,0
1263,92,110p,0
1264,70,140p,0
1265,170,60p,0
1266,73,140p,0
1267,507,20p,0
1268,509,20p,0
1269,401,25p,0
1270,115,90p,0
1271,384,25p,0
1272,310,30p,0
1273,183,50p,0
1274,383,25p,0
1275,335,30p,0
1276,432,25p,0
1277,67,150p,0
1278,108,90p,0
1279,70,140p,0
1280,369,25p,0
1281,247,40p,0
1282,205,50p,0
1283,70,140p,0
1284,258,40p,0
1285,227,45p,0
1286,113,90p,0
1287,200,50p,0
1288,127,80p,0
1289,378,25p,0
1290,437,25p,0
1291,189,50p,0
1292,86,120p,0
1293,207,50p,0
1294,298,35p,0
1295,84,120p,0
1296,199,50p,0
1297,178,60p,0
1298,300,35p,0
1299,65,150p,0
1300,552,20p,0
1301,123,80p,0
1302,109,90p,0
1303,162,60p,0
1304,137,70p,0
1305,319,30p,0
1306,114,90p,0
1307,273,35p,0
1308,68,150p,0
1309,124,80p,0
1310,106,90p,0
1311,185,50p,0
1312,130,80p,0
1313,76,130p,0
1314,527,20p,0
1315,459,20p,0
1316,170,60p,0
1317,458,20p,0
1318,72,140p,0
1319,355,30p,0
1320,67,150p,0
1321,216,45p,0
1322,425,25p,0
1323,228,45p,0
1324,75,130p,0
1325,101,100p,0
1326,682,15p,0
1327,74,130p,0
1328,305,35p,0
1329,81,120p,0
1330,221,45p,0
1331,73,140p,0
1332,339,30p,0
1333,131,80p,0
1334,124,80p,0
1335,371,25p,0
1336,174,60p,0
1337,83,120p,0
1338,112,90p,0
1339,71,140p,0
1340,184,50p,0
1341,433,25p,0
1342,77,130p,0
1343,288,35p,0
1344,493,20p,0
1345,40,,1
1346,83,120p,0
1347,98,100p,0
1348,100,100p,0
1349,80,120p,0
1350,168,60p,0
1351,590,15p,0
1352,766,,1
1353,202,50p,0
1354,151,70p,0
1355,92,110p,0
1356,84,120p,0
1357,99,100p,0
1358,320,30p,0
1359,72,140p,0
1360,365,30p,0
1361,66,150p,0
1362,276,35p,0
1363,258,40p,0
1364,217,45p,0
1365,69,140p,0
1366,207,50p,0
1367,846,,1
1368,156,60p,0
1369,443,25p,0
1370,90,110p,0
1371,419,25p,0
1372,72,140p,0
1373,88,110p,0
1374,249,40p,0
1375,611,15p,0
1376,295,35p,0
1377,594,15p,0
1378,249,40p,0
1379,413,25p,0
1380,186,50p,0
1381,128,80p,0
1382,111,90p,0
1383,257,40p,0
1384,389,25p,0
1385,66,150p,0
1386,95,110p,0
1387,466,20p,0
1388,164,60p,0
1389,110,90p,0
1390,159,60p,0
1391,109,90p,0
1392,132,80p,0
1393,80,120p,0
1394,85,120p,0
1395,222,45p,0
1396,129,80p,0
1397,231,40p,0
1398,74,130p,0
1399,89,110p,0
1400,115,90p,0
1401,74,130p,0
1402,304,35p,0
1403,177,60p,0
1404,65,150p,0
1405,114,90p,0
1406,671,15p,0
1407,74,130p,0
1408,72,140p,0
1409,201,50p,0
1410,74,130p,0
1411,160,60p,0
1412,299,35p,0
1413,286,35p,0
1414,80,120p,0
1415,105,100p,0
1416,124,80p,0
1417,230,45p,0
1418,78,130p,0
1419,624,15p,0
1420,72,140p,0
1421,410,25p,0
1422,132,80p,0
1423,65,150p,0
1424,86,120p,0
1425,65,150p,0
1426,700,15p,0
1427,220,45p,0
1428,94,110p,0
1429,512,20p,0
1430,344,30p,0
1431,532,20p,0
1432,71,140p,0
1433,214,45p,0
1434,146,70p,0
1435,68,150p,0
1436,281,35p,0
1437,71,140p,0
1438,244,40p,0
1439,240,40p,0
1440,738,,1
1441,114,90p,0
1442,187,50p,0
1443,86,120p,0
1444,99,100p,0
1445,73,140p,0
1446,161,60p,0
1447,359,30p,0
1448,565,20p,0
1449,161,60p,0
1450,74,130p,0
1451,205,50p,0
1452,77,130p,0
1453,116,80p,0
1454,215,45p,0
1455,145,70p,0
1456,170,60p,0
1457,212,45p,0
1458,183,50p,0
1459,160,60p,0
1460,352,30p,0
1461,82,120p,0
1462,430,25p,0
1463,696,15p,0
1464,196,50p,0
1465,66,150p,0
1466,102,100p,0
1467,149,70p,0
1468,71,140p,0
1469,104,100p,0
1470,85,120p,0
1471,580,15p,0
1472,101,100p,0
1473,91,110p,0
1474,106,90p,0
1475,71,140p,0
1476,239,40p,0
1477,408,25p,0
1478,251,40p,0
1479,69,140p,0
1480,636,15p,0
1481,684,15p,0
1482,81,120p,0
1483,360,30p,0
1484,66,150p,0
1485,113,90p,0
1486,349,30p,0
1487,547,20p,0
1488,292,35p,0
1489,100,100p,0
1490,78,130p,0
1491,408,25p,0
1492,275,35p,0
1493,115,90p,0
1494,128,80p,0
1495,253,40p,0
1496,250,40p,0
1497,520,20p,0
1498,660,15p,0
1499,71,140p,0
1500,492,20p,0
